EM  302,PHY 232,2456,1944,271,229,0.7915309446254072,0.8450184501845018,-0.05348750555909465
JOU 497,JOU 302,386,366,49,46,0.9481865284974094,0.9387755102040817,0.009411018293327689
SPA 210,BIO 152,1745,1615,73,67,0.9255014326647565,0.9178082191780822,0.0076932134866742885
ENG 107,MUS 100,3589,3156,81,72,0.8793535803845082,0.8888888888888888,-0.009535308504380668
FAM 357,COM 252,811,760,32,28,0.93711467324291,0.875,0.06211467324290998
HIS 105,PSY 215,2515,2057,32,30,0.8178926441351889,0.9375,-0.11960735586481108
A-E 577,EDL 401,40,36,38,36,0.9,0.9473684210526315,-0.047368421052631504
ASC 102,BIO 152,783,639,93,83,0.8160919540229885,0.8924731182795699,-0.07638116425658137
CLA 135,SPA 202,4267,3257,34,29,0.7632997422076401,0.8529411764705882,-0.08964143426294813
PSY 100,KHP 106,24331,20287,50,41,0.8337922814516461,0.82,0.013792281451646127
BIO 103,MKT 300,13652,11218,144,123,0.8217111046000586,0.8541666666666666,-0.032455562066608046
ECO 201,EM  221,20255,17446,58,57,0.8613181930387559,0.9827586206896551,-0.12144042765089924
ANT 160,MA  109,11831,10719,791,695,0.9060096357028147,0.8786346396965866,0.02737499600622806
BIO 103,ECO 101,11795,9618,101,84,0.8154302670623146,0.8316831683168316,-0.01625290125451706
WRD 111,MNG 191,5250,4912,30,29,0.9356190476190476,0.9666666666666667,-0.0310476190476191
MUS 100,EE  280,12873,11820,79,75,0.9182008855744581,0.9493670886075949,-0.031166203033136775
ECO 202,PS  372,12161,9865,64,54,0.8111997368637448,0.84375,-0.0325502631362552
CLA 131,ICT 200,7478,7268,49,49,0.9719176250334314,1.0,-0.028082374966568624
GEO 162,MA  110,2107,1852,54,43,0.8789748457522544,0.7962962962962963,0.0826785494559581
EPE 174,CLA 131,1597,1238,34,33,0.7752035065748278,0.9705882352941176,-0.1953847287192898
EDS 375,HIS 108,2877,2771,147,136,0.9631560653458464,0.9251700680272109,0.0379859973186355
COM 249,MA  123,3810,3493,54,50,0.9167979002624672,0.9259259259259259,-0.009128025663458716
MKT 300,PS  210,13267,12268,119,110,0.924700384412452,0.9243697478991597,0.0003306365132922373
CLD 102,ECO 201,675,605,81,72,0.8962962962962963,0.8888888888888888,0.007407407407407418
NFS 101,EDS 375,3654,3411,39,37,0.9334975369458128,0.9487179487179487,-0.015220411772135845
FIN 460,FIN 452,116,115,40,39,0.9913793103448276,0.975,0.016379310344827647
WRD 112,BIO 101,1472,1422,110,107,0.9660326086956522,0.9727272727272728,-0.006694664031620556
KHP 120,ACC 201,4783,4499,74,69,0.9406230399330964,0.9324324324324325,0.008190607500663916
GEN 100,CLD 100,2105,1932,48,45,0.9178147268408551,0.9375,-0.019685273159144923
A&S 100,EGR 199,6071,5045,106,88,0.8309998352824906,0.8301886792452831,0.0008111560372074944
WRD 112,MA  214,2595,2504,39,38,0.9649325626204239,0.9743589743589743,-0.009426411738550411
SPA 201,PSY 313,5071,4631,180,173,0.913232104121475,0.9611111111111111,-0.0478790069896361
HIS 355,HIS 351,628,524,39,34,0.8343949044585988,0.8717948717948718,-0.03739996733627304
EE  305,MNG 301,1220,1112,39,32,0.9114754098360656,0.8205128205128205,0.09096258932324508
COM 101,WRD 112,4532,3408,49,42,0.7519858781994704,0.8571428571428571,-0.10515697894338671
ECO 201,SW  124,19786,17054,54,37,0.8619225715152128,0.6851851851851852,0.17673738633002756
KHP 157,KHP 250,154,145,78,76,0.9415584415584416,0.9743589743589743,-0.032800532800532745
CPH 201,HIS 108,2283,2078,45,38,0.9102058694699956,0.8444444444444444,0.06576142502555116
SOC 350,PSY 312,1591,1374,38,32,0.863607793840352,0.8421052631578947,0.021502530682457333
ECO 202,CPH 203,6045,4944,30,25,0.8178660049627792,0.8333333333333334,-0.0154673283705542
A-S 001,A-S 102,328,293,105,88,0.8932926829268293,0.8380952380952381,0.05519744483159117
PHY 241,WRD 110,4604,4280,159,135,0.9296264118158123,0.8490566037735849,0.08056980804222735
EGR 120,CHE 105,240,238,108,106,0.9916666666666667,0.9814814814814815,0.010185185185185186
A&S 350,ISC 497,2850,2750,35,35,0.9649122807017544,1.0,-0.03508771929824561
BIO 102,GEO 130,6539,5364,70,57,0.8203089157363511,0.8142857142857143,0.006023201450636839
HHS 351,BIO 208,232,229,48,48,0.9870689655172413,1.0,-0.012931034482758674
KHP 390,KHP 430,103,102,35,35,0.9902912621359223,1.0,-0.009708737864077666
GEO 160,PSY 100,6077,5057,580,475,0.8321540233667928,0.8189655172413793,0.013188506125413446
PS  212,MUS 100,1602,1317,63,46,0.8220973782771536,0.7301587301587301,0.09193864811842345
PHY 231,EGR 102,1242,1034,894,788,0.8325281803542673,0.8814317673378076,-0.04890358698354025
MA  114,BIO 150,2260,1520,47,40,0.672566371681416,0.851063829787234,-0.17849745810581807
PHY 211,ASC 205,5783,5091,32,30,0.8803389244336849,0.9375,-0.05716107556631511
FAM 360,FAM 352,295,286,98,94,0.9694915254237289,0.9591836734693877,0.01030785195434114
ENG 230,COM 287,5104,4566,32,27,0.8945924764890282,0.84375,0.05084247648902818
WRD 110,AFS 112,12641,11318,107,85,0.8953405585001186,0.794392523364486,0.10094803513563266
HIS 109,HSE 101,3874,3349,48,44,0.8644811564274651,0.9166666666666666,-0.05218551023920148
HIS 109,PHI 100,7817,6699,183,152,0.8569783804528591,0.8306010928961749,0.026377287556684226
MGT 499,FIN 430,2063,2044,87,86,0.9907901114881241,0.9885057471264368,0.00228436436168733
BIO 304,CHE 233,3227,2652,585,541,0.8218159281066005,0.9247863247863248,-0.1029703966797243
EES 160,KHP 382,965,862,46,46,0.8932642487046633,1.0,-0.10673575129533674
EDC 328,EDC 337,1,1,327,326,1.0,0.9969418960244648,0.003058103975535187
GLY 130,SPA 101,2129,1717,31,23,0.8064819163926726,0.7419354838709677,0.06454643252170489
PHI 310,PHI 335,985,802,53,41,0.8142131979695432,0.7735849056603774,0.04062829230916576
ABT 201,CHE 113,441,421,35,34,0.9546485260770975,0.9714285714285714,-0.016780045351473927
ME  412,ME  563,707,706,69,69,0.9985855728429985,1.0,-0.0014144271570014633
EGR 103,CS  275,1419,1382,51,48,0.9739252995066948,0.9411764705882353,0.03274882891845954
STA 210,HES 100,18153,15983,179,158,0.8804605299399548,0.88268156424581,-0.002221034305855185
CHE 105,ANT 242,16327,11857,31,18,0.726220371164329,0.5806451612903226,0.1455752098740064
AEC 320,AN  300,175,156,30,29,0.8914285714285715,0.9666666666666667,-0.07523809523809522
MGT 491,MKT 430,1231,1221,60,60,0.991876523151909,1.0,-0.008123476848091005
ANA 110,CHE 107,3271,2911,31,29,0.8899419137878325,0.9354838709677419,-0.04554195717990939
CHE 111,KHP 118,15233,11408,31,23,0.7489004135757894,0.7419354838709677,0.006964929704821654
ME  340,MSE 201,1202,982,80,74,0.8169717138103162,0.925,-0.10802828618968385
FIN 250,DHN 101,976,726,52,46,0.7438524590163934,0.8846153846153846,-0.14076292559899117
MGT 341,MGT 340,771,745,130,125,0.9662775616083009,0.9615384615384616,0.004739100069839353
AED 110,GEN 100,125,116,143,139,0.928,0.972027972027972,-0.04402797202797193
AEC 305,STA 291,902,761,75,69,0.843680709534368,0.92,-0.07631929046563202
CPH 203,WRD 110,804,762,51,45,0.9477611940298507,0.8823529411764706,0.06540825285338014
PSY 223,PSY 314,6927,6310,144,134,0.9109282517684423,0.9305555555555556,-0.019627303787113304
COM 471,COM 352,372,340,56,50,0.9139784946236559,0.8928571428571429,0.021121351766512975
FAM 253,ENG 203,1455,1360,36,35,0.9347079037800687,0.9722222222222222,-0.03751431844215347
CHE 107,SOC 101,12532,8795,528,352,0.701803383338653,0.6666666666666666,0.03513671667198637
APP 200,CIS 111,1297,1095,79,62,0.8442559753276793,0.7848101265822784,0.05944584874540082
CPH 201,STA 296,1091,1003,42,40,0.919340054995417,0.9523809523809523,-0.033040897385535284
BIO 208,COM 252,5933,5325,58,48,0.8975223327153211,0.8275862068965517,0.0699361258187694
ME  321,ME  411,968,744,70,56,0.768595041322314,0.8,-0.031404958677686
MA  111,ECO 101,10615,8951,52,39,0.8432406971267075,0.75,0.09324069712670746
SPA 202,ECO 402,4050,3747,31,27,0.9251851851851852,0.8709677419354839,0.05421744324970135
FAM 251,DHN 101,737,666,56,50,0.903663500678426,0.8928571428571429,0.010806357821283141
MUC 188,MUC 190,142,141,175,173,0.9929577464788732,0.9885714285714285,0.004386317907444703
A-S 280,BIO 152,2648,2343,48,45,0.8848187311178247,0.9375,-0.05268126888217528
EPE 174,PHI 120,1592,1240,39,31,0.7788944723618091,0.7948717948717948,-0.015977322509985736
CSD 120,CIS 110,56,53,37,35,0.9464285714285714,0.9459459459459459,0.0004826254826254539
PLS 104,HIS 109,1459,1189,65,51,0.8149417409184373,0.7846153846153846,0.030326356303052693
B&E 102,ECO 202,2390,2385,398,396,0.997907949790795,0.9949748743718593,0.0029330754189357267
RUS 270,ECO 201,675,641,83,83,0.9496296296296296,1.0,-0.0503703703703704
WRD 111,STA 291,7017,6543,80,79,0.9324497648567764,0.9875,-0.0550502351432236
ASC 205,BIO 153,107,97,46,44,0.9065420560747663,0.9565217391304348,-0.04997968305566847
ANT 101,FAM 252,1912,1703,33,28,0.8906903765690377,0.8484848484848485,0.0422055280841892
MGT 301,ECO 412,8531,7788,90,82,0.9129058726995662,0.9111111111111111,0.0017947615884551515
SPA 203,CHE 195,459,434,31,30,0.9455337690631809,0.967741935483871,-0.022208166420690123
UK  100,MA  109,1494,1331,200,168,0.8908969210174029,0.84,0.05089692101740295
CLA 131,KHP 420G,12811,12374,32,32,0.9658886894075404,1.0,-0.03411131059245964
PGY 206,PHI 305,4378,3390,78,69,0.7743261763362266,0.8846153846153846,-0.110289208279158
GEO 160,UK  110,5149,4283,82,63,0.8318120023305496,0.7682926829268293,0.06351931940372035
BIO 103,KHP 125,12437,10175,31,31,0.8181233416418751,1.0,-0.18187665835812494
BIO 151,GEO 160,1803,1666,44,41,0.9240155296727676,0.9318181818181818,-0.007802652145414202
EPE 301,HIS 112,1418,1337,35,35,0.9428772919605077,1.0,-0.057122708039492265
COM 101,STA 200,3799,3118,250,209,0.8207423006054225,0.836,-0.01525769939457744
EDP 202,KHP 382,3783,3609,59,59,0.9540047581284695,1.0,-0.04599524187153048
CS  115,STA 210,2242,1596,134,82,0.711864406779661,0.6119402985074627,0.09992410827219833
WRD 110,ARC 111,11132,9949,88,78,0.8937297879985627,0.8863636363636364,0.007366151634926377
BIO 111,EES 160,618,590,148,143,0.9546925566343042,0.9662162162162162,-0.011523659581912038
AST 191,CHE 105,7031,5552,85,71,0.7896458540748116,0.8352941176470589,-0.04564826357224727
MA  114,CE  211,6190,4319,73,30,0.6977382875605815,0.410958904109589,0.2867793834509925
MA  110,HIS 121,2913,1850,43,24,0.6350841057329214,0.5581395348837209,0.07694457084920048
ANT 102,WRD 111,1102,939,94,78,0.852087114337568,0.8297872340425532,0.02229988029501484
CE  211,EES 220,493,452,59,55,0.9168356997971603,0.9322033898305084,-0.015367690033348147
EDS 375,WRD 110,2158,2079,77,71,0.9633920296570899,0.922077922077922,0.04131410757916787
ECO 201,JOU 101,19794,17057,40,34,0.8617257754875215,0.85,0.011725775487521517
HIS 109,BIO 155,4579,3943,59,54,0.8611050447696004,0.9152542372881356,-0.05414919251853523
ME  310,ME  411,808,688,221,197,0.8514851485148515,0.8914027149321267,-0.039917566417275285
ME  151,EE  305,1711,1396,37,35,0.8158971361776739,0.9459459459459459,-0.13004880976827204
A-S 103,A-S 200,792,697,127,116,0.8800505050505051,0.9133858267716536,-0.0333353217211485
ENG 107,BIO 152,3608,3170,62,58,0.8786031042128604,0.9354838709677419,-0.05688076675488152
ACC 202,AN  300,6489,5503,67,54,0.8480505470796733,0.8059701492537313,0.04208039782594197
BIO 395,BIO 304,1263,1245,268,264,0.9857482185273159,0.9850746268656716,0.0006735916616442683
UKC 180,BIO 102,1089,964,36,32,0.8852157943067034,0.8888888888888888,-0.0036730945821854544
EE  490,CS  441G,307,306,68,66,0.996742671009772,0.9705882352941176,0.026154435715654345
ARC 101,WRD 110,340,321,97,86,0.9441176470588235,0.8865979381443299,0.05751970891449365
CHE 232,HES 100,4955,3591,81,51,0.7247225025227043,0.6296296296296297,0.09509287289307466
BIO 209,PSY 223,2713,2573,140,133,0.9483966089200148,0.95,-0.0016033910799851947
A-H 106,ECO 201,2512,2050,124,103,0.8160828025477707,0.8306451612903226,-0.014562358742551962
MA  213,HON 251,3928,2982,68,67,0.7591649694501018,0.9852941176470589,-0.22612914819695706
WRD 111,GWS 201,11940,11132,120,114,0.9323283082077052,0.95,-0.017671691792294775
A-E 120,STA 296,532,516,51,49,0.9699248120300752,0.9607843137254902,0.009140498304584965
MA  113,KHP 112,9166,5971,33,24,0.6514291948505346,0.7272727272727273,-0.07584353242219266
CS  221,BAE 103,849,708,54,37,0.833922261484099,0.6851851851851852,0.14873707629891375
CHE 232,BIO 309,1651,1428,34,30,0.8649303452453059,0.8823529411764706,-0.017422595931164686
FAM 253,FAM 352,500,440,48,42,0.88,0.875,0.0050000000000000044
CME 101,CME 200,870,825,62,60,0.9482758620689655,0.967741935483871,-0.01946607341490547
MGT 309,MGT 301,1604,1588,36,36,0.9900249376558603,1.0,-0.009975062344139696
CHE 105,HON 151,11844,8468,286,276,0.7149611617696724,0.965034965034965,-0.2500738032652926
ISP 599,ACC 407,4353,4271,32,32,0.9811624167240983,1.0,-0.01883758327590168
CLA 131,HHS 353,3617,3539,32,32,0.9784351672656898,1.0,-0.021564832734310202
ECO 201,BIO 315,20147,17354,48,47,0.8613689383034695,0.9791666666666666,-0.11779772836319713
ACC 202,CLA 135,6827,5834,55,44,0.8545481177676871,0.8,0.05454811776768709
GEN 109,PLS 104,873,807,40,40,0.9243986254295533,1.0,-0.07560137457044669
A&S 100,HSE 101,4126,3518,54,46,0.8526417838099855,0.8518518518518519,0.000789931958133594
CME 395,CME 425,82,82,70,69,1.0,0.9857142857142858,0.014285714285714235
EM  313,CE  303,2174,1591,66,57,0.7318307267709292,0.8636363636363636,-0.13180563686543445
COM 325,COM 350,441,419,32,32,0.9501133786848073,1.0,-0.049886621315192725
CE  106,CE  120,1008,887,251,207,0.8799603174603174,0.8247011952191236,0.05525912224119389
TA  390,WRD 110,277,264,30,27,0.9530685920577617,0.9,0.05306859205776171
DHN 311,BIO 209,539,485,39,36,0.8998144712430427,0.9230769230769231,-0.023262451833880426
CHE 195,COM 252,1783,1554,40,33,0.8715647784632642,0.825,0.046564778463264234
TA  110,ACC 201,2960,2738,147,142,0.925,0.9659863945578231,-0.04098639455782305
ART 191,MA  109,1230,1150,66,58,0.9349593495934959,0.8787878787878788,0.05617147080561713
BAE 202,EM  221,182,170,107,102,0.9340659340659341,0.9532710280373832,-0.019205093971449094
CE  382,CE  341,306,282,241,231,0.9215686274509803,0.9585062240663901,-0.03693759661540974
FR  201,PSY 100,1700,1551,80,74,0.9123529411764706,0.925,-0.012647058823529456
SPA 202,EXP 396,4051,3744,30,30,0.9242162429029869,1.0,-0.07578375709701313
A-E 120,STA 210,1326,1296,241,239,0.9773755656108597,0.991701244813278,-0.01432567920241834
MKT 450,MGT 499,1516,1501,376,376,0.9901055408970977,1.0,-0.00989445910290232
CHE 103,TA  110,2691,2132,94,80,0.7922705314009661,0.851063829787234,-0.0587932983862679
ANT 160,GER 101,12550,11348,36,34,0.9042231075697211,0.9444444444444444,-0.04022133687472329
PHI 130,GLY 150,2547,2206,60,57,0.8661170003926187,0.95,-0.08388299960738121
CLM 241,ANT 160,408,389,36,33,0.9534313725490197,0.9166666666666666,0.03676470588235303
CHE 232,PSY 312,5085,3701,72,52,0.727826941986234,0.7222222222222222,0.0056047197640117785
COM 571,COM 325,239,233,30,27,0.9748953974895398,0.9,0.07489539748953977
BIO 103,ANT 102,8846,7503,44,30,0.8481799683472756,0.6818181818181818,0.16636178652909384
ENG 210,COM 101,453,395,33,29,0.8719646799116998,0.8787878787878788,-0.006823198876178993
MUS 130,CHE 105,742,688,35,31,0.9272237196765498,0.8857142857142857,0.04150943396226414
MSE 408,MSE 436,16,12,84,83,0.75,0.9880952380952381,-0.23809523809523814
CLA 131,ENG 264,4602,4385,54,53,0.9528465884398087,0.9814814814814815,-0.02863489304167277
ME  411,ME  513,707,698,126,125,0.9872701555869873,0.9920634920634921,-0.004793336476504817
BIO 152,SPA 103,7894,6161,80,66,0.780466176843172,0.825,-0.04453382315682797
COM 252,CHE 111,9796,8868,424,402,0.9052674561045324,0.9481132075471698,-0.04284575144263736
AEC 320,AEC 309,145,125,49,39,0.8620689655172413,0.7959183673469388,0.06615059817030255
AST 191,SPA 102,7008,5532,108,91,0.7893835616438356,0.8425925925925926,-0.05320903094875695
STA 200,ENG 230,4845,4318,246,222,0.8912280701754386,0.9024390243902439,-0.011210954214805335
ASC 101,ANT 101,2084,1739,31,23,0.8344529750479847,0.7419354838709677,0.09251749117701691
SPA 203,HON 101,514,487,71,70,0.9474708171206225,0.9859154929577465,-0.038444675837123965
HIS 109,EPE 174,6489,5558,86,46,0.8565264293419633,0.5348837209302325,0.3216427084117308
BIO 309,PGY 206,536,521,47,45,0.9720149253731343,0.9574468085106383,0.014568116862495928
BIO 150,SOC 101,2204,1653,149,110,0.75,0.738255033557047,0.011744966442952975
KHP 210,CLA 131,1680,1633,93,89,0.9720238095238095,0.956989247311828,0.015034562211981517
MGT 499,FIN 450,946,939,40,40,0.992600422832981,1.0,-0.007399577167019
ANT 160,MA  110,12111,10969,66,56,0.905705556931715,0.8484848484848485,0.05722070844686644
BIO 209,ENG 230,2754,2613,32,30,0.94880174291939,0.9375,0.011301742919390012
UK  101,DSP 130,9093,8544,162,152,0.9396238865061036,0.9382716049382716,0.0013522815678320699
CME 101,MA  213,839,792,93,93,0.9439809296781884,1.0,-0.05601907032181164
WRD 111,PHY 231,12015,11196,172,159,0.9318352059925094,0.9244186046511628,0.007416601341346585
DHN 520,DHN 522,0,0,30,30,NaN,1.0,NaN
CLA 131,BCH 401G,12332,11911,142,142,0.9658611741809925,1.0,-0.03413882581900751
KHP 445,KHP 415,1414,1326,191,187,0.9377652050919377,0.9790575916230366,-0.0412923865310989
AAD 310,AAD 399,180,173,30,30,0.9611111111111111,1.0,-0.03888888888888886
AEC 324,AEC 300,797,781,90,90,0.9799247176913425,1.0,-0.020075282308657516
CHE 197,ANT 160,2425,2205,76,70,0.9092783505154639,0.9210526315789473,-0.011774281063483438
B&E 201,ECO 391,1533,1421,74,72,0.9269406392694064,0.972972972972973,-0.04603233370356663
PSY 100,JOU 204,24584,20496,30,28,0.8337129840546698,0.9333333333333333,-0.09962034927866359
CLA 131,KHP 118,12360,11946,31,30,0.9665048543689321,0.967741935483871,-0.0012370811149389205
ACC 301,MGT 301,2432,1783,463,357,0.733141447368421,0.7710583153347732,-0.037916867966352186
STA 296,GEO 109,5242,4529,78,69,0.8639832125143075,0.8846153846153846,-0.02063217210107704
ACC 202,A-S 280,6453,5471,51,42,0.8478227181156052,0.8235294117647058,0.024293306350899324
COM 352,COM 553,482,448,37,36,0.9294605809128631,0.972972972972973,-0.04351239206010993
EGR 199,CE  120,1674,1485,81,70,0.8870967741935484,0.8641975308641975,0.022899243329350893
HIS 105,MA  113,2506,2055,41,32,0.8200319233838786,0.7804878048780488,0.03954411850582984
MGT 301,CIS 300,6715,6085,549,524,0.9061801935964259,0.9544626593806922,-0.048282465784266315
ENG 281,PSY 100,1746,1562,64,58,0.8946162657502864,0.90625,-0.01163373424971359
FR  201,STA 200,583,514,34,28,0.8816466552315609,0.8235294117647058,0.058117243466855095
CHE 107,CME 101,2295,1370,90,84,0.5969498910675382,0.9333333333333333,-0.3363834422657952
MUC 190,SOC 101,1145,1109,51,46,0.9685589519650655,0.9019607843137255,0.06659816765133997
HIS 105,CHE 105,2456,2012,91,75,0.8192182410423453,0.8241758241758241,-0.004957583133478827
PSY 100,HIS 104,24091,20095,300,238,0.8341289278153667,0.7933333333333333,0.040795594482033404
AEC 306,ECO 391,136,95,34,23,0.6985294117647058,0.6764705882352942,0.022058823529411686
BIO 303,BIO 325,2408,2181,50,46,0.9057308970099668,0.92,-0.014269102990033256
CLA 191,MA  123,427,346,50,40,0.810304449648712,0.8,0.01030444964871191
BIO 148,KHP 340,8696,6766,56,41,0.7780588776448942,0.7321428571428571,0.045916020502037136
BIO 148,HHS 102,2441,1895,125,116,0.7763211798443261,0.928,-0.1516788201556739
ANA 110,KHP 200,3223,2883,69,57,0.8945082221532733,0.8260869565217391,0.06842126563153417
MUC 190,EGR 102,228,219,54,51,0.9605263157894737,0.9444444444444444,0.016081871345029253
DIS 300,B&E 103,1829,1732,80,72,0.946965554948059,0.9,0.046965554948058985
ISC 161,PSY 100,1783,1618,440,397,0.907459338194055,0.9022727272727272,0.005186610921327772
CS  321,EE  380,578,446,47,38,0.7716262975778547,0.8085106382978723,-0.03688434072001756
ARC 355,ARC 332,15,14,103,102,0.9333333333333333,0.9902912621359223,-0.056957928802588986
AST 191,UK  110,5159,4029,61,40,0.780965303353363,0.6557377049180327,0.12522759843533027
BIO 308,ASC 470,1638,1455,31,29,0.8882783882783882,0.9354838709677419,-0.04720548268935365
ECO 202,SPA 202,12261,9951,96,86,0.8115977489601175,0.8958333333333334,-0.08423558437321588
KHP 127,CLA 131,1087,1017,53,51,0.9356025758969642,0.9622641509433962,-0.026661575046432073
KHP 340,KHP 420G,1419,1362,287,283,0.959830866807611,0.9860627177700348,-0.026231850962423864
HIS 112,ACC 201,1481,1363,79,77,0.9203241053342336,0.9746835443037974,-0.054359438969563856
ME  205,EM  302,1659,1482,70,65,0.8933092224231465,0.9285714285714286,-0.03526220614828213
PHY 242,ANT 160,4039,3897,46,42,0.9648427828670463,0.9130434782608695,0.051799304606176766
ME  325,BAE 417,578,491,69,60,0.8494809688581315,0.8695652173913043,-0.02008424853317281
MA  214,MSE 201,4192,3043,161,130,0.7259064885496184,0.8074534161490683,-0.08154692759944993
ANT 160,FIN 300,12540,11338,81,76,0.9041467304625199,0.9382716049382716,-0.03412487447575163
CHE 231,BIO 325,6830,6306,110,101,0.9232796486090776,0.9181818181818182,0.00509783042725942
PGY 206,KHP 573,3794,2993,127,93,0.7888771744860306,0.7322834645669292,0.0565937099191014
